text,label
Welawakata kannawath na gedara. A welawata godak dukai..andanawa hondatama.,1
Godak peedanen inne. ane mata marenna one. mata thani wenna one..,1
Methana thiiyenne mage prashna walin tikak vitarai.,0
Sallima vitharak neme methana prashnaya. Hithe sanaseemak nathikama thamai lokuma prashnaya.,1
Mata manasika peedanaya daraganna baha..harima apahasuwen mama inne..mata marenna oni,1
Duka kiyanna yaluwekwath naha. therum ganna puluwan duka ahanna inna hamotama vihiluwak vitarai me dewal..,1
mata godak thanii..,1
hitiya athi wage danenawa..,1
Jewithe gana podima asawakwath naha.. thawath nam ba..jewithe atha arinna hithenawa..,1
"Modai kiyai , hinawei minissu.. eth thuwale thiyena kena thamai eke wedanawa danne..",1
Mage mood eka ikmanata wenas wenawa. sathuten innakota wachanayak kagenhari wenas unoth apahu mood eka wenas wenawa mata meka hari wadayak. mokakda mama karanna oni,1
Mata man gana negative vidihata hithenawa. anith aya ekka sansandanaya karanwa.,1
Mata anagathe gana baya hithenawa. mn hithin godak durwalai kiyala hithenawa,1
Amma appachchi yaluwo kawru man langin hitiyath mata thani wela hangemak danenawa.,1
Mata hethuwak nathuwa duka hithenawa.,1
mata welawakta hitenawa mata pissuda kiyalath. Please danna kenek upadesak dennako.,1
mata samajeta yanna asawak na. samajeth mata kamathi na. mata social anxiety thiyei. minissunwa maga arala jewath wenna mama uthsaha karanne.,1
Mata loku prashnayak thiyei. mata rassawakata yanna ba. mama jiwitheta rassawak karala na. ape pawla gaththath ehemata salli bhage na. Ape pawlata arthika dayakathwaya mama labadenne na,1
"mata awrudu 24i. interview yana ekath mata pennama bari, epa karapu wadak. mama mokada mekata karanne.",1
ammage asaneepe ekka a de karanna baha. A nisa mama swayan adyapana katayuthu (Self Studies) karanna balporottu wenne. me upadiya sarthaka wevida? mama godak manasikawa watila. mata udaw karanna,1
Mage amma asanepa unu nisa mage usas adyapana katayuthu nosithu lesa adala una. mama daksha lamayek unath mata usas pela prathipala madi unu nisa mata rajaye vishwa  vidyalaykata athulath wenna bari una.,1
mata deweni wathaweth usaspela karanan amaru una. mokada mama hitapu thathwaya nisa.,0
Usas pela liyana kale dawalta padam karannawath aththatama mata nidahasak thibune na sadda nisa..,1
Mama aththatama eyalata kiyanna ba enna epa kiyala..mokakda karanna one mekata .. aththattama maansika wadayak meka ,1
ape langin inna kenek apiwa maga ariddi mkakda karanna oni,1
Thith wishayan karana lamainta mechchara wada godak nathi nisa matadanattatama epa wela thiyenne mage wishaya pilibandawa,1
"mama itha sahalluwen mulinma patan gatte, dannam mata epa wela.. hithanna godak dewal thiyenawa",1
"mama mulin it field ekata sambanda rakiyawak kare, ehidith adhika wada nisai ain wela gruha nirmanakaranayata aawe",0
sarthakawa idiriyata yamata nam shaareerika menma manasikawa obata athi shakthimath bawada behewin wadagath.,0
shaareerikawa api koi tharam jawasampanna unath manasikawa durwalai nam idiri gamanata eya asubawaadi thathwayak.,0
saama kenekma sathutu kala yuthu natha,0
oba manasikawa sawimath nam an ayawa sathutu kireema obe kaaryak nowana bawa danagatha yuthuya,0
an ayata eershya nokaranna,0
aadare nisa wenas wena ayath innawa,0
nomile upadeshana sewa laba dena colamba awata than thiyanawada?,0
dik kasadaya nisa milina wana mal kakulu,0
ara nandamma gana eka eka ewa kiwwa nandala tikai nandammai dan ekathu wela mata baninawa. okkotama waradi mama wela.,1
Dan nam mata nadammawa penna ba. eya nisa man husband ekkath randu wenawa. mata one me okkoma amathaka karala man me sandaha kala yuththe kumakda?,1
Mahe yaaluwai maai campus inne ekata mechchara kaalayak campus wahala thibuna namuth dan aaye campus patan gannawalu,0
Apata ape wayasath ekka gedarata barak wenna hithannema naa dan nam. matath gedara hitapu kaale hondata danuna jeewath wenna koi tharam amaaruda kiyala.,0
mata paadam karanna one. eth harima kammali. paadam karanna hithenne naa. monada ekata karanna oni.,1
mama langinma aashraya karapu kenek dan tika kaaleka indan godak wenas wela. eyage wenas weema mata loku dukak.,1
mata dan oni e kenage mathakayan amathaka karala sathutin inna. mage manasata sahalluwak langa karagatha haki abyasa monada?,1
mata mekata udaw karanna mn thaniyen kiyawanawane.. meka manasika aathathiyada???,1
wedanakari mathaka amathaka karaanne kohomada?,1
yaluwane mama nitharama anith aya ekka maawa sansandanaya karala manasikawa watenawa.. kohomada meken galawenne.,1
e paasale tharuna guruwariyan mage wayasema unath eyala maawa kon karanawa,1
mama inna thana eyala kathabaha karanawa hina wenawa.. kisima kenek maawa ganan ganne naha..,1
mama godak sameepa wenna uthsaha kala. viduhalpathi unath e ayata thanak denawa.,0
mata godak yaaluwo innakenek. eth methana mama thani wela. mata meka manasika wadayak..,1
dan iskola patan ganna langai.. mata raa eka paarata aharunath mathak wenne iskole..,0
mata wada sudusukam adu ayata gewal langa paasal hambuna..,0
attatama godak dukai.. dushkara paasalakata awillath mehema wena eka.. aasawen karanna ona rassawak mehema wena akamattak athiwa karanna weema gana dukai..,1
meka mata wadayak .. hithata sanaseemak attema naa.. ane mata upadesak denna.. godak sthuthii.,1
ninda kiyanne api kaatath athyawashya deyak. wehesakara dawasak awasaanaye ape shareeraya saha manasakiyana dekama wiweka ganwanna puluwan hondama vidiha thamai me ninda kiyanne,0
Mama wishwa vidyalayeeya sisuwiyak. labana maase mata awasan wasara vibhagaya pawathwenawa. ane man kisima sdanamak naha.,0
mata hithaganna baa ai mn mehema hasirenne kiyala. habai mn hugak welawata awith balanne positive thinking pages wala yana lipi. ewa balanna aasawa enne. eth ewaye kiyana dewal kriyathmaka karanna hithenne naha,1
ane mata me mulu dawasama phone eke ellila inna eken midenna upadesak laba denna puluwanda?,0
loku udawwak ane.. ane mawa meken mudawala denna,1
wayasa 27di mage palaweni affair eka patan gatta. mama godak kamatten hitapu kenek eya. eth mata tika dawasak yaddi kalakrila epa una.,1
mata aadare karanna ona. eth ehema wenna ai kiyala mata therenne naa.,0
mata nitharama hithata wadadena deyak thamai mn lassana nathi kaale kauruwath mata aadare une naa. dan hamoma aadare karanne aakarshanaya saha mage status eka nisa neda kiyala. ethakota hithenawa me hamadema boruwak kiyala.,1
ai ehema tika kaalayak yaddi epa wenne,1
ehema kalakirena eka nawattaganne kohomada kiyala.,1
kiyawana dewal mathaka hitinne naha. ai e?,1
kisima deyak eka digata karagena yanna baha,1
avurudu 10ta adu daruwanta danduwam kireema oba anumatha karanawada..?,0
sahakampanaya ilibanda liyawunu poth tikaka nam kiyanna puluwanda kathru nam samaga.,0
mata me wellawe ahumkan denna kauruth nadda.. loku udawwak eka.. mata udaw karanna puluwan kenek.,1
mata daraganna amaaru nisai mekata visandumak gannai mn meka danne.,1
Man depression thathwe inna kenek,1
mata godak kenthi yanawa.duka hithenawa. marenna hithenawa.,1
man kiyana deyakwatth eya ahanna aasa naa. eya hithanne mn eyawa yatath karaganna thiyan innawa kiyala,0
eyata oni tharam mata katha karanna wela thiyenawa.. eth ehemawath mn gana balanne na welawakata.. ahuwama kiyanne eya katha karanna hithannewath nalu ma ekka..,0
mn kawadaawath eyaage sathuta nathi karanna hadala na. mata iwasanna amaarui. mata aayeth parana thathwetama watei kiyala bayai..,1
mata hithenne mn waradi kiyala.. mn hinda eyage jeewithe winasa una kiyala hithenawa. ehema hitheddi kiyaganna bari tharam wedanawak.,1
pihiyen anagannahithenawa.,1
"loku asaranakamak danenwa, mokada mn man ganawath hithannatuwa eya ekka hitiye.. eth kawadaawath mata onima welawakadi ma ekka indala naa.. maawa thani karanawa",1
please mata udaw karanna. mata me wednawen inna amaarui.. mn karanne waradi deyakda.. eya gana hithalay mehema theeranayak gatteth.. eth mata issarahata yanna bakiyala hithenawa.. jeewithayak na kiyala hithenawa.,1
mata kiyala dena kisi dyak therenne naa.engreesiyen lectures dena nisa godak dewal mata therum ganna baa.,0
paadam karanna therenne naa ewa. diga cheda ganan thiyenawa paadam krnna. kohomada ewa paadam karanne. kiyala denna kauruth naa.,0
"mama godak welawata paper walata liyanne kata paadam karala, eka saarthaka naa. liyaddi godak dewal amathaka wenawa..",0
"mata udaw karanna, mama paadam karanna one harima kramaya mokakdaa..?",0
mama hithagenainne mama maruna pudgalayek e hinda mata monawa unath kamaknaa kiyala.. eka manasika rogayakda??,1
hama welawakadima hitha sahalluwen thiyaganna uthsaha karana kenek.,0
mn godak pirisiduwen inna kamathi kenek.,0
mn prashna oluwe purawagena inna kamathi naa.,0
vinoden sathutin inna kamathi kenek. eth eka ape ammata penna baa.,0
mn hari kamathiy sindu kiyanna,0
amma kisima dawasaka vinoden inna kenek nemei. thatha beemata abbahi wechcha kenek.ape gedara prashna prashna prashna iwarayak naa e dennage randu berala mata athi wela thiyenne.,1
mata call ekak aawath interview ekakin hari yaaluwekgen hari eya awilla ahagena innawa mn ewata aasa naa.,0
mata ekakara jeewithe epa wela thiyenne. igena ganna kaale mn potha pathema hitapu kenek,1
mama e kela issaraha wihiluwak wela wage danenawa. mata hamadema epa wela inne. yaaluwa nathi karagannath baa. oo amaaruwe watenawa balan innath baa. mama mokada karanna oni.,0
obe jeewithayath lemon wadiwunu beema veeduruwak wageda?,0
manasikawa peeda vindimin inne..?,1
ekthara vibhagayata lasthi wemin inna nisa papers karanawa..eth enna ennama ewaye lakunu adu wena eka manasika wadayak wela.. thawa maasayak wage kaalayak thiyenne.. mata loku peedanayak hithata meka..,1
meya samath karaganna bari wei kiyala loku peedanekin inne..,1
Koi widihatada karanna oni paadam kireema..? nathnam thawa monawada karanna ona..? ane karanna deyak kiyanna mekata..,0
kaarunika pilthurak balaporottu wemi .,0
kochhara uthsaha kalath.. mata epa wela inne.. karanna deyak kiyanna mekata,1
thamange mathakaya wishwasaya nathi wena eka rogayakda nathnam roga lakshanayakda?,1
minissunge jeewithe saarthakathwaya sandaha balapana pradhanthama sadhakayangen ekak thamai buddhiya.,0
adhika heenamanaya manasika rogayakda?,0
mata hariyata tharaha yanawamage jeewithe winasa unaneda kiyala hithenawa.,1
mage mood eka takgaala wenas wenawa podi detath mama godak hithanawa podi dewal gana. meke inna kenek me dewal nathi karaganna widiyak kiyanna pin sidda wei.,1
mama kaatawath kiyaganna bari loku prashnekin peeda vindina kenek...,1
mama wadiya samaja aashrayata yana kenek nemei. e kiyanne mama samajeta bayaii.,1
man dawas ganan kanne nathuwa kamareta wela andala leda una. mokada mata eka daragannama bari deyak. mata amma kenek wage langin hitiye eya..,1
"me prashne nisa godak duk winda, e nisa matath igeneema wada karaganna eka thana hithak thibbe naha. hama rayakama anduwa.",1
mata eyawa athanin galawaganna one. mata dan meka manasikawa balapala thiyenne. mama depression walata beheth pawa bonawa,1
"gahawena hama thathparayakma mn inne kaatawath kiyaganna bari dukakin .. kiyanna kenek na mata, kiwwa ayath mata kiwwe oyata thiyenne irisiyawa. oyatath kenek hambunama oka arila yai kiyala",1
mn lesiyenma duk wenawa. asampoorna gathiyak monahari deyak kaloth e de madii kiyala hithenawa. dan avurudak withara wenawa. ehema hithenna aran. mn kalin ehema kenek nemei.,1
mata gataluwak thiyenawa. puluwan nam udaw karanna.adahasak denna,1
eya meeta sathi dekakata kalin mawa dala giya.. mata hitha hungak riduna.,1
gewalwala podi kaale indan prashna dakala dakala kalakirila anthimata hitiye mama. e asse thama meya labune. eyata yanna ea kiwwama mama athmarthakaami nisalu eyawa oni kiyanne..,1
iwara karapu nathi sambandayak thiyena kenek ekka sambanda kamak patangannepa,0
amaaruma kaleth kaagena idiriyata yana minissu thamai jeewithe dinanneth,0
"igenaganna lassanata inna thiyena, jeewithe hondama kaalayai me gewenne.",0
anagathe dawasaka apahu harila balanakota pasuthawili wena vidihata wada karannepa.,0
"Jeewithe amaaruma welawal waladi athadena, langin indan hari lassanata aadare karana minissu inawa nangi me loke. ",0
mahapolowata barak wela inna gaman aadare hoyanna yannepa.,0
issella oya oyawa godadaagena inna. watuna thanin goda enna . wadagath wenne hithe hayya witharai.,0
minissu nam hoyagattahaki. issella A/L exam eka aaye hondata karaganna.,0
honda result ekak aran usas adyapaneta yomu wenna. oya epa kiyala giya ewun ewi yasa ageta.,0
edata harilawath balannepa. oya depala thanhawe dangalana nandammath duk wei edaata.,0
nangi aadareta wada pirimiyek ganahaniyekgen balaporottu wenne thamanta support ekak wenna puluwan kenek.,0
dan kollo hoyanne lassana nemei nangi ugathkama.,0
annekai kellekta konda kelin thiyagena jeewathwenna thiyena hayya,0
namuth nangi pirimi hari aasai igena ganna kellanta.,0
"Minissunta wada badu baanda , depalawalata aadare minihek.ehema aya ekka mona jeewithada daruwo? kasada banda dawasaka oyage athak payak kadila othpala unath balaida eya?amaaruma kaaledi daala yana minissu mokatada?",0
honda husmak aran menna me tika ahaganna,0
manasika prashna walin mideemata budu dahame wisthara kireemak nadda?,0
"baya wennepa oyata nathi wela thiyenne oyata poddakwath aadare thiyena kenek newe! igena ganna, job ekak karanna, oya stable wenna.. kauruwath wenuwen newe. oya wenuwen..!",0
dawasaka hithei eyawa nathi une wasanawakata kiyala,0
mama hithanne danatamath oyata pilithuru labila thiyenawa horunta ahu wennepa,0
ohu namussakayaki nangii karunakara okagen ain wenna,0
wedanawata abhiyoga karana minissu dawasaka sansennne.. jeewithe diha wenas wela balanna tika dawasakata..,0
nangii oyata deyak kiyannam oya wage sambandayak nam galapenne nah,0
attatama aadare karana kenek oya kisima deyak balaporottu wenne naa. e nisa oya sathutu wenna.,0
oya oyage anaagathe godanaga ganna. oyata honda kenek aniwaryayenma labewii.,0
karanna oni mokakda kiyalane ahanne. thadi pollak aran gahala pannanna. habai marenna gahannepa hire yanna wei oyata,0
me loke anthima pirimiya eya unath e patta balannepa oya saarthaka wenna honda job 1k karala honda thanakata yanna oyage kena hoyagena ei,0
thatha marila idama liyan katha karanna kiyapu miniha wenuwen mehema post 1 danna tharamwath watinne naa,0
oya pooruwe pinak karala oya oya wage kenek gana kasadeta kalin danagatte..,0
ammala kauru monawa kiwwath oya kauruwath enne naa passe duka beda ganna..,0
oya wage kenek ekka giye naa kiyala oya marenne naa,0
habai oya loketa one widihata giyoth oya wage keek ekka mari maree jeewath wenna wei..,1
e nisa oya wage nogalapeem galapagena bandinna hithannepa.. hondata igena gena oyata kiyala honda sthawarayakata enna..,0
godak aya ohoma ewata dena upades hari thaawakaalikai,0
epa thatha marichcha dawasaka? eyawa ona naa kiyala atharala danna,0
"aadaraya sabandathawayak sandaha mula sita dara ganeemata, manasika awabodhaya saha puhunukireem",0
mata chinthige waraka madula denna samdi 🤨♥️🤩assignments liyala liyala epa wela inne dan..😫  #radioshowwithsandi,0
dan notification pirenakota mata baninna epa dipression wela inne🙂💔💫,1
@Sedona_B get neme first year iddi avurudu uthsawe waliyakata madi wela. volleyball court eka aine ara gamburu kaanuwata bahala berune😂 mage depatte indapu un kelagatta kelaganillak aaye avurudu uthsawath epa wennama 😂😂😂,0
@umaadias set wena set wena kollawa rawattal rawattala unta jeewitheth epa karawala dan methana walappenawa kollo naa kiyala.. kasada bandala lamai dennek ekka divorce wela innna uncle kenek innawa set karala dennada? lamaingen kardarayak na dennama bandala rata inne.! ,0
@DamruwaniKosala ela ela..jeewath wela epa wela hitiye,1
mahansi wela room ekata awith game eka open karama server awul yawannepa mee harak @LeagueOfLegends @@#%%@#,0
ehema kaalayak langa karaganna eka maha loku deyak newei,0
me wage ewun dethun denekuta sangawapu awula pennuwanam,0
poliyata aran kakaa bibee innawa kamareta wela me maasa deka,0
mn eliyata yanneth naa,1
ekekutawath ennath epa kiyala thiyenne,1
mage yuthukama mn karanawa,0
mona labbakwath wahanna oni naa api hariyata hitiya nam https://t.co/cC7lsCUu4Z  https://t.co/61YvV2QOZl,0
habai naya wela nam oya dewalkaranna yanna epa thamanta naya nowi karaganeemata haki tharamata sanshodanaya karagena karanna,0
lankawe naya wela magul kaalanaya gewanna naya gannawa neda?,0
e wage karala amaaruwe watenna epa naya nowi charm lesa karana deyak karanna,0
covid ralla hamuwe thawa thawath aarthikaya amaaru wiya nohakida?,0
mata chinthige waraka madula denna samdi 🤨♥️🤩assignments liyala liyala epa wela inne dan..😫  #radioshowwithsandi,1
@sasini00211 ewa rasai issara. dan kaalama epa wela thiyenne,1
@GayumiKW hondaine meka atharinna puluwannan. epa wela thiyenne meka . welawa🥴💔,1
attatama me page.group karana minissu nisa mata kaama hadilla epa wela thiyenne. monawahari deyak hadala upload karapu thanin ussala hama thanama daanawa. e danneth thanikarama watermark ain karala. e madiwata epama wena de thaman haduwa wage e kaama gana wistharath kiyana eka.(1/5),0
@IshankaJayasin1 araya ekka ehema sambandayak naththan,0
eya ekka araya gana arawa mewa kiyanda yanda epa.,0
naththan oya ehe mehe unama ,0
eya araya ekka patalila,0
eyagen arayata hari,0
arayagen eyata hari,0
naththan eyatai arayatai dennatama hari,0
monawahari unoth,0
arayatath oyatath oya nathi wela,0
oyatath eyath nathi wei,0
arayath nathi wei..🙃,0
@JayaniFdo maha undala mona karannada,0
"maha un maththe yapenna, upayanna, sanasenna balaporottu wenna epa",0
ochchara neethi daala thiyeddith indiawe eeye pereda aaya dewa poojawak thibbe,0
facebook party ekak eeyeth alluwe lankawe,0
mata bana bana ape ewunuth ara bonne 15k withara ada set wela,0
thama hisata thama athamaya sewanella,1
@nadun_don @Lovely_Paba na mama kiwwe idikatuwak athata gaddi amma baninawane hawas wela mahanna  idikatu athata gannepa kiyala. e wage godak dewal thiyenawa,0
kos kaalama epa wela..😖,0
mn full aathal eke sinduwak kiyagena nata nata innawa.,0
Depressed wechcha yaaluwek duka hithena status daanawa,0
balenma yaaluwagen duka ahagannawa,0
yaluwa: oyata mewa kiwwata passe mage hitha nidahas wuna. hane thankyou hane🤗💃,1
mata igena ganna wada pawa dan epa wela thiyenne. rakiyawata yannath kisima aasawak nah.😭😑,1
mata nam dan epa wela inne... me wada kawada iwara weida.. pissu wage,1
@Pushpe_ ela ela mama wada hawas wela call ekak gannan umba aul gahan inda epa parissamata wada tika karaganin,0
dan notification pirenakota mata baninna epa dipression wela inne🙂💔💫,1
"Baya wennepa, balaporottu nathi karagannath epa . Me wasangatha thathwaya  ikmanatama nathi wela oya aadaraya karana kenawa sipa walanda ganna labewi..",0
"ethakam oya, oya bandala inna kena ekka kohomahari iwasan inna…",0
adu karapu badu walin janathawa wetha sahana labunu bhanda monawada??,0
paksha bedhayakin thorawa balanna eda yahapaalanaya awasana yugaya badumila saha ada badu mila kopamana wadi wela neda? Yahapalanaya awasana yugaya kiwwa kiyala U.&.P karanna epa bolanda katha epa,0
@iam_Astr issara kaawa. Dan nam epa wela 😐💔,1
@Sanju_Live ow wenas angle ekakin balanna ona hamadama ekama angle eken balala epa wela,0
@Us3rchang3d lan wela tika dawasak yaddi epa wenne ekane .. Ay aadaraya nisa neweine lan une..😂💔,1
@Wind_Desika yanna epa! Oya korana eka thawa tikak develop karaganna,0
"honda wyawasayekda mokekda wela,",0
thawa kihipadenekta rakiya awastha laba denna.,0
minissunta deshapalane epa wela.. Ow eka atta. E unata deshapalanaya nisa athi wela thiyena prashna wisandanna oneth deshapalanenma thama,0
@kaviyabanis   epa wela thiyenne,1
pora wenna hadannepa.. Hamadetama pisso wage hasirenawa',0
" e australiawe; me lankawa, me ratata aadarayak nattan australiawata wela inna'",0
Thamun athi katha kala. Thamun katha karapu hati mama dakka madya jaalawala.',0
- apooru adhikarana theenduwak https://t.co/jJAVT5eZdJ via @Sri Lanka Brief https://t.co/RDjllt7DqS,0
e australiawane. Me lankawane.' saha 'thamunta me ratata aadarayak nattan… enna epa australiawata wela inna,0
@djharristhecook mokada poddata jeewithe epa wela wage,1
@AshinsaP itin awulak ganna epa.. Oya pass wela thiyenne anith ayata amaarumasubject dekane.. E nisa eelanga paara bio pass wenna puluwan ane…☺️☺️☺️👊,0
A/L pass wela campus yanne degree ya aran pension eka labena rajaye ayathanayake nikan inna labena jobak balaporoththu wenwa nam campus yannepa mage yakka daruwani. e vishwavidyalayeeya awasthawa wena kenekta ganna denna eka pinak..😶😶,0
"A/L pass wela government campus ekakata yanna, gihilla ethanin godayanna aasawak thiyenawa nam facebook ekei hamathanama inna daarkshanikayo kiyana katha ahala short cut hoyanna yanna epa. ",0
eth ehema kamattak nattan A/L karanna jeewithen avurudu 3k kapa karannath epa. yanna wena oni tharam  maarga thiyenawa,0
A/L liyapu mallila nangila.. puduma wela wage result diha balanna epa..thaman liwwa ewaye prathipala thamai awith thiyenne.. ethanin lokaya iwara naa.,0
@optimuspnj  😌  thanku tweet ekata,0
dan payak dekak yanakan kotipathi hangeemen idathaaki. epa wela hitiye.,0
@chathu_raaaj  ehema kiyanna epa akkiyo.. Igeneema thiyenna oni.. Un ranganawa witharai.. Cute wela balanna loan daala karala thiyena gon wada.. Akki hondata igena ganna.. Hadissi wennepa salli hoyanna,0
@madushi_pavi  akamatten SE karanna denna epa,0
api me kamatten karalath epa wela inne🥴🥴,1
@AyNaGsEul101 photoshoot karala epa wela inna atte. 😌,0
sihina asapuwe oba ha ma,0
randee sitin nam thurulu wela,0
Epa epa wenathaka dawennata,1
piyawi lowe ma hamuwannami…🎧,1
@Lahiru_Shalith  hana ekenma signal adui bn,0
namuth.. me ena peedane ena kenata pita karaganna kramayak thibbanam siya divi nasa ganna aya berenna thibba.,1
amuwen mas kaala epa wela meka wena kramekata kanna one kiyala puchchagena kanna hithila gindara hoya gatta wenna puluwan.,0
payin gihilla epama wela gaman pahasuwa thaka vahana hoya gatta wenna puluwan.👇,0
@Us3rchang3d  wadiya hithannepa . e akka me dawaswala mol welada koheda?😌🥲,0
@ExcuzeMiii @udara_grero karamu karamu eka jolly.. meke thiyea gaanu pirimi prashna dakala epa wela.😒🤧💔,0
@Nisalipathirana epa wela thiyenne dan nam😒,1
oya bolanda kavi liyana kivindiyo papuwata thurulu wela e unuhumata badaginne marila yanda aasai gaga walalunata gona wage rawatenda epa..,0
Sathya avabodha karaganna,0
melowa sihiyata paminenna,0
mulu dawasama andata wela phone eka oba oba inna,0
facebook wicharakayange wachanawalata rawatila,0
"kihili lewakannai,kane mayil hapannay gihin ",0
nikaan boruwata gaanungen guti kanna epa..,0
unta hondata kanda bonda deela dawasama nidaganda diyan,0
@Rasthiyaduwa  me epa yako oluwa koloppan wuna!😐,0
kaageda manda kalatipol tweets raashiyakdakka eka pelata.. kiyanda santhosai deshapalanema epa una..,0
Love seen eka dakalama epa wuna.😂💔,0
@AkilaSR  mona sapada mata nam epa wuna....😬😬😬,0
@isura PCR positive kiyala aawama bayata siya divi nasagath ayath innawa. bahutharayak avurudu 60 ta wadi aya,1
e wagema thamai godak aya manasika athathiya nisa duk windinawa,1
@AshWarunasuriya oya kiyana pirimi 13 dena wenath sthreengen digin digatama prathikshepa wela.. anthima thurumpuwa wechcha kajargen ahala ekith baa kiwwata passe kara kiyaganna deyak natuwa  siya divi nasagatta wenna barida.. .😅,0
Sira danduwam laba agunukolapalassa bandanagaaraye randawa sitina ranjan ramanayake mahatha siya divi nasa ganeemata uthsaha kara athi bawata palawana waartha asathya bawa bandanagaara departhamenthuwa pawasai.,0
Ranjan siyadivi nasa ganeemata uthsaha kala bawata pala woo warthawa gana bandanagaarayen prakashayak,0
Sira danduwam laba agunukolapalassa bandanagaaraye randawa sitina ranjan ramanayake mahatha siya divi nasa ganeemata uthsaha kara athi bawata palawana waartha asathya bawata.. ,0
wadi wisthara -  https://t.co/Z8P7SrzJ4E https://t.co/1QmYgXNoNd,0
ranjan siyadivi nasa ganeeme uthsahaya gana bandanagara maadya prakashaka pahadai.. https://t.co/DSW41l2jhP https://t.co/n69FdahoyF,0
Ado ranja hire athule siya divi nasaganna hadala😶✌️,0
Qajar princess persiawe ha 19 wana siyawase alankaarathwaye salakuna😐,0
@SuuTikka hithanawa athine. eth dan aadaraya sambandawa siyadivi nasaganeem wadiine.,1
Aadare karanawa kiyala time pass karana unta e widihata thakata thaka set wenawa. umbata thiyene umbe gamana yana ekai. siyadivi haani karaganna eka ekata uttarayak neme. 4/4✌,1
Pudgalayeku dumriyata pana siyadivi nasa ganii,0
meyagen ahala meyawath kamathi wath naa kiyanne ithin siya divi haani karaganna thama thiyenne.,1
Meerigama pradeshayedi dumriyata pana pudgalayeku siyadivi haani karagena thibe.,0
aya kamaththa laba nodun dukata pirimin 13 deneku siyadivi nasagena pawa atha,0
wadi wisthara  - https://t.co/OKvtZ3njSe https://t.co/NsOpmW4OCR,0
namuth ... me ena peedane ena kenata pita kara ganna kramayak thibba namsiyadivi nasa ganna aya berenna thibba.,1
amuwen mas kaala epa wela meka wena kramekata kanna one kiyala puchchagena kanna hithila gindara hoya gatta wenna puluwan.,0
payin gihilla epama wela gaman pahasuwa thaka vahana hoya gatta wenna puluwan.👇,0
@Jude_H_Fernando moo liyumak liyala siya divi haani karagattoth uba thama aa😐😐,1
praweshamen,0
eyage kathawa ahala hondata hitapu mage jeewithe epa wela depressed wenawa.,1
epa wela bn inne!! hama gedarakinma elonawa. job ekak deepanko,1
Godak welawata mage yaaluwo mata me dewal gana dawasagaane wisthara ewanakota thamai mamath me dewal  gana dakinneth. mechchara mahansi wela igena ganna de minissu kisia gaanak natuwa haallu karaddi aasawata karana de wunath epa wenawa.  mage photo gattu ayagen e gana wimasuwama e hama kenama dena uttarath e wage,1
"maawa deparak A/L tution panthi walin eliyata daala thiyenawa, katha kalata . eka paarak Greru sir nugegoda rotariyen. anith paara kesiri sir Gampaha samadhiyen . hena lamai godak issaraha.",0
"lajjawa misak poddakwath tharahak aawe naa, waradda magene. eelanga dawase indala aayeth giya . thamath e dennatama hungak garu karanawa.",0
@scd007dsk un dennama maawa daala giya🤭,1
"Eka iwasaganna saha daraganna bariwa eka narakai kiyala aragena ekata bayen,duken ha/ho tharahen kampa wena eka saha ekata wiruddawa aragala karala dinanna hadana eka thamai prashnaya...",1
meka pitin baluwama maha issu kathawak... eth meka adyathmikawa baluwama wadagath kathawak!,0
anun thamanta pahara dena eka ho wadha dena eka nemei prashnaya...,0
"Anun thamange nidahasa nathi karana eka ho hira karagena inna eka nemei prashnaya.. eka iwasaganna saha daraganna bariwa eka narakai kiyala aragena ekata bayen, duken ha/ho tharahen kampa wena eka saha ekata wiruddhawa aragala karala dinanna hadana eka thamai prashnaya..",0
Anun thamanta banina eka  ho anum pada kiyana ~,0
wasse paara themila thiyeddith wettu dadaa bikewala yana kollo hari bayen inne cheena rocket eka gewal attata kada watei kiyala..,0
"maase anthima sancharana neethi damma mathale , palapath walata adata sathiyak. wadagath theeranayak. eth kisima aakarayaka athyawashya daa sapayana kisima pahasukamak nah. kiyanna kenek naa.handunumpath ankaya widihata wath badu ganna widiyak naa. @GotabayaR #lka #SriLanka thawamath #COVID19LK bayen neethiyata avanathawa gedarata wela inne.",0
@Disapamok e kaale maru. liyumak liyanneth henama bayen. horen. liyala eka dennath henama kattak kannone. ekata uttara labenakan eeta passe balan innath one.,0
@nsadisha @tikirimaarie @SenaraShavi  @ViduBhaashini  Sasindu dan issara tharam mahatha naa neda. e kaale bayen hitiye mahathai kiyalane umba.. kettu kollai  mahatha kellaith lassanai😌,0
"mama A/L karata passe game, office ayage lamai honda meter ehema mata wada resuts daavi kiyala amma bayen hitiye,",0
iskole vibhaageta hondata face karala hena lokuwata apita kiya kiyath hitiye. Term test ekata M 30 P 40 C 20 ganan gatta maawa unta pass karanna bari una. ,0
examekata baya nowi hitapu nisada koheda🤷,1
EX ta pin pinisa me tweet eka 🥴eya nathnam mn ada bayen.,0
"""koi wele atharinna weida kiyala bayen inna nisa...""",1
"""hmm ethakota..""",0
"""nidahasak nathi bandeemaka hira wela innawata wada, eyatath nidahasa deela mamath nidahas wuna..""",1
"Itin attatama samahara aadara katha thiyenawa """,0
galapenawa kiyala lan kara gatta unath,0
kaalayak yanakota therenawa,0
e bandeem nisa nidahasa ahimi wela kiyala,0
@DukeTheDog__ tikak bayen wageth yanne... 🤭🤭❤️,1
